"","baseMean","log2FoldChange","lfcSE","pvalue","padj","adjusted_padj"
"Timp1",181.556747576685,-2.66298868725189,0.309429001804628,5.93211730110221e-19,5.24586071743361e-17,3.32178426303122e-15
"Idh3b",4761.54743862774,-0.687127102892192,0.0791249257938101,6.16005187381748e-19,5.41036937026242e-17,3.4149029768787e-15
"Icosl",1309.93084322758,0.962635249384775,0.112200989029442,7.0869198010774e-19,6.18237983457502e-17,3.88338796254292e-15
"Lepr",3100.3171434085,1.35638827181845,0.158964129596316,7.19194706343194e-19,6.23189453261542e-17,3.91135090208243e-15
"Gm19434",37.5678566239349,-4.15672087195564,0.48395851646025,9.42232479169319e-19,8.11010902570339e-17,5.02569907367934e-15
"Lgmn",14544.5641195837,-0.993357324662323,0.117127517451536,1.17207183427143e-18,1.00216022862771e-16,6.15177038853147e-15
"Siglece",2140.31707467838,0.726890013183931,0.0848003453154432,1.28296070991934e-18,1.08975695564267e-16,6.65295771375426e-15
"Plscr1",2430.43195306626,0.926399793242485,0.108899220999841,1.31707490035771e-18,1.1114218325829e-16,6.77465273745585e-15
"Canx",24172.3722701267,-0.505393519937425,0.0586574911685864,1.51193770381085e-18,1.26757322687675e-16,7.66084063125371e-15
"Arf4",5969.25743745125,-0.67770087668154,0.0794229276359394,2.16642995472789e-18,1.80456626745108e-16,1.08061349264213e-14
"Angptl4",3463.27489976213,1.06824043387109,0.126743521959182,2.21176881873273e-18,1.8305222576063e-16,1.09531846340837e-14
"C1ra",1162.58013675887,0.86402948959536,0.102299895572258,2.75993055295291e-18,2.25528249171994e-16,1.33822547002997e-14
"Zfp810",534.08803503037,1.21383690225921,0.144677718610454,2.7481423693132e-18,2.25528249171994e-16,1.33822547002997e-14
"Adora2b",266.27759525611,-1.34799487742081,0.159965093586781,2.81840158947997e-18,2.26785717237566e-16,1.34161836321356e-14
"Myo1e",8342.65273011773,-1.67079069724823,0.19752672411168,2.81283685787222e-18,2.26785717237566e-16,1.34161836321356e-14
"Ear1",13702.9049114687,1.87359841892579,0.221966921627475,2.82801490784975e-18,2.26785717237566e-16,1.34161836321356e-14
"Chp1",12105.8312195433,0.652695527098512,0.0770792149536406,3.20872055562521e-18,2.55727105516525e-16,1.50486749175612e-14
"Arhgef3",4226.13253457339,1.01009644284479,0.120199451516831,3.24563757844174e-18,2.57082372854364e-16,1.51170616031703e-14
"Nfe2",577.372285078383,-1.24166419024629,0.147417443119242,3.39274817904557e-18,2.67096169144252e-16,1.5647117345991e-14
"Pmepa1",1546.58651706288,1.2065485071634,0.14434358173885,4.17141861497589e-18,3.26407186290629e-16,1.89093892244429e-14
"Tmed9",5513.36026504564,-0.617525479686426,0.0728394353839801,4.28585775670603e-18,3.33341623474889e-16,1.92968309932586e-14
"Chst15",644.694150311575,1.65065953357658,0.198814177539735,4.4316641075209e-18,3.4261805564193e-16,1.98045382148237e-14
"Nedd9",8468.55340741202,0.826364879088853,0.0976824390932198,4.65299099373451e-18,3.5758789714349e-16,2.06241520691469e-14
"Gm5431",167.519538455402,-2.68608179126671,0.320506842740795,5.06940745675574e-18,3.87284731799842e-16,2.22386110191097e-14
"Mydgf",2613.52834721612,-0.897714252621914,0.106866324543223,5.28274359843102e-18,4.01208838819664e-16,2.29707468756839e-14
"Edem2",3869.45983972848,-0.777487598409165,0.0927514251573794,6.56224755209356e-18,4.95468878041403e-16,2.81206433711301e-14
"F7",21419.9449925136,-0.668086833995809,0.0806511272906479,6.60692888434133e-18,4.9594220247518e-16,2.81271104484945e-14
"Ppargc1b",1456.44887296505,-2.100607661242,0.252901338109475,9.49685641441088e-18,7.08750943158721e-16,3.97073023029782e-14
"Itgb5",6612.00353576102,0.821635530445142,0.0994963790232749,9.89877739571022e-18,7.34500660666751e-16,4.11204783317195e-14
"Uqcrc1",7379.01918632361,-0.776248063417377,0.0928854238105393,1.00728861578801e-17,7.43148761053659e-16,4.14563655970247e-14
"Vat1",25027.7360628566,-0.8931543754597,0.108986787298964,1.09264375598779e-17,8.01541109861273e-16,4.45549833127858e-14
"Ggta1",8180.96060404041,0.688419548715741,0.0831572713532741,1.21527356752261e-17,8.86463109055616e-16,4.89280124776776e-14
"Spn",2474.87843507787,0.744758424971085,0.089205090784719,1.28297323910406e-17,9.30588061240026e-16,5.11829973302965e-14
"Lpcat2",199.575804609009,2.39371900050633,0.293631917107811,1.30890790922496e-17,9.44095531620302e-16,5.18894528636198e-14
"Sec24d",1827.57324605055,-1.45724662775017,0.176957134867334,1.67607884502258e-17,1.20221410933814e-15,6.53420065843464e-14
"Hip1r",616.093609410786,1.00594371764667,0.1232099214359,2.69733094694898e-17,1.92404640088719e-15,1.0257998338681e-13
"Ifi30",30440.536524059,-0.929906449278751,0.115476048001567,2.80045663874024e-17,1.98663162982282e-15,1.05772592612049e-13
"Txndc11",1949.56708987843,-1.1416364868107,0.139573109949826,2.98704432844957e-17,2.10741690298428e-15,1.12051013131092e-13
"Prom1",1394.66651428646,1.84640827515443,0.229926737462094,3.15010150337249e-17,2.21037828858925e-15,1.17286418396425e-13
"Marveld1",2760.17716844828,0.674852868167481,0.0827698907912012,4.15151257630581e-17,2.89730696609104e-15,1.5218834027388e-13
"Il16",3046.67965257438,0.974020904513645,0.120456193475246,4.31952139274501e-17,2.99835165063069e-15,1.57284846037709e-13
"Pilra",8249.41925569982,0.692101193818659,0.0850403806278149,4.37519640206178e-17,3.02075725919891e-15,1.58354043970839e-13
"Tm6sf1",3086.48545535285,0.786425224878363,0.096687982085735,4.52237040929521e-17,3.10576193374524e-15,1.62592350171575e-13
"Bet1",1041.45466335486,-1.08582739814952,0.133994160159777,5.11295100697571e-17,3.49276774873351e-15,1.81879547985613e-13
"Ostc",2730.23911314171,-1.04420850080965,0.128666519991591,5.2524072743368e-17,3.56914896415592e-15,1.85486728305861e-13
"Srm",1912.59032340169,-0.828165637123952,0.102446972862605,6.55942413137933e-17,4.43396465760411e-15,2.28458642456908e-13
"Dusp16",537.911626404565,1.42133154531989,0.178387822112473,7.80273582077149e-17,5.24693344697816e-15,2.68466211797774e-13
"Fer",350.125975906873,0.901286423618312,0.112099381373823,8.54427531233984e-17,5.71581028795957e-15,2.91435575242634e-13
"Ccr1",3493.15560318,0.996764149554881,0.124569850357312,8.9570637144479e-17,5.96106441325963e-15,3.0334763808074e-13
"Irf7",501.46439295154,-1.83049183449368,0.228919790606724,1.1404445422379e-16,7.55091255632487e-15,3.80540709680182e-13
"Cox8a",5877.97261737496,-0.916202827906222,0.114565270532986,1.43855439826252e-16,9.47611012039156e-15,4.7359976671939e-13
"Lman1",3359.61733842155,-0.725284489332255,0.0905253171596587,1.638820076701e-16,1.07405106651201e-14,5.35424718290632e-13
"Alox5",11054.2975184189,0.971725355284063,0.122581982973563,1.68965774414367e-16,1.10177631993126e-14,5.4785022525883e-13
"Psap",242851.862688673,-0.823092980769942,0.103118177400782,1.87005941765228e-16,1.21328327343259e-14,6.01385868768052e-13
"Hdlbp",14646.26432333,-0.919578999120294,0.115342694903318,1.96646420498267e-16,1.26945096752656e-14,6.25660260859156e-13
"Ncf4",1728.76176228442,0.939356289520211,0.119150057292157,2.28996098779434e-16,1.47092966733397e-14,7.20875274537008e-13
"Trem1",1612.2730084177,2.46545236116853,0.31839854791736,2.49991894064431e-16,1.59784422983459e-14,7.80142710494284e-13
"Gorasp2",4589.83679929311,-0.57522749688774,0.0720194075824077,2.68673373243986e-16,1.70878912411483e-14,8.30168153866984e-13
"Ahr",74.0186209062347,-2.39855531267028,0.304957770614396,2.88285949850124e-16,1.8245391659387e-14,8.84754537554884e-13
"Coq7",480.251201185469,-1.14607119439486,0.145393929977137,3.11315167320127e-16,1.96067810988788e-14,9.4724958610176e-13
"Cisd1",1656.07397120729,-1.10347566327105,0.140367939641334,3.8129097982813e-16,2.38973196143737e-14,1.14464358441773e-12
"Ero1lb",1387.96552235467,-0.818749113572992,0.104170746279197,3.99482773505872e-16,2.49165318296343e-14,1.1901332546706e-12
"Pak4",1019.84800628229,-0.741495259692339,0.0943452850989213,4.42360359180613e-16,2.74582432566389e-14,1.30245264649945e-12
"Gal",1325.8241419286,1.62977329764793,0.21051041627213,4.53496960696589e-16,2.79851963401804e-14,1.32503894540869e-12
"Spint2",214.955545949282,1.20644513916514,0.154806941255373,4.55184821581434e-16,2.79851963401804e-14,1.32503894540869e-12
"Lipf",404.57636169648,2.05563135930961,0.267554099003746,5.29544623348483e-16,3.24026096305794e-14,1.52405207052099e-12
"Csrp1",2712.15992059684,-0.806215506045418,0.102454342776557,5.58796407707697e-16,3.40312283958211e-14,1.59777331831274e-12
"Ndufa10",3769.5442051159,-0.647226233389965,0.082976783306626,9.75406212446585e-16,5.91242704643092e-14,2.71243854171139e-12
"Klhl33",404.616436286333,-1.21641149394987,0.157608562777979,1.08301113572848e-15,6.53399849223849e-14,2.98186545768826e-12
