"","baseMean","log2FoldChange","lfcSE","pvalue","padj","adjusted_padj"
"Nkiras2",1064.77016451191,-0.296521859912759,0.143880348151197,0.0175443510638848,0.0678595316314611,0.297390341153924
"Cnpy2",1726.03580426045,-0.265539252132299,0.126104614181095,0.0176329338012092,0.0681817335451969,0.298585024487935
"Zscan18",19.9061305338762,0.581917427019057,0.61377288506879,0.017643343660545,0.0682015598806278,0.29862620354914
"Tmed1",212.377580968389,-0.309686142374908,0.153319693331068,0.017651833121031,0.0682139531354777,0.298642571801829
"Celf2",4639.39818544658,0.209198003088548,0.0929200130033812,0.0176799361714148,0.0683021112834043,0.298894774487387
"Pten",2479.24925297442,0.207100612222125,0.093488759520904,0.0177717832692721,0.0686364025694202,0.300055671311973
"Dap3",1693.09873361088,-0.204527546969289,0.0913462066849086,0.0177886191438591,0.068662699093169,0.300070065733763
"Aptx",565.102623483411,-0.208913080734543,0.0933834602350896,0.0177892284460267,0.068662699093169,0.300070065733763
"Ccl22",431.186935837915,0.298154437410058,0.146879197720117,0.0178404134245721,0.0688396825238047,0.300725821529586
"Cd300lf",8069.79268580502,-0.295624843141618,0.145961552614322,0.017900552698039,0.0690511012501889,0.301335785264673
"Mfsd7a",666.194996772479,-0.323672323984227,0.162773052568238,0.0179066616189963,0.06905204913108,0.301335785264673
"Sdhaf1",345.62549594084,-0.349817161521047,0.181964433255735,0.0179114950460837,0.06905204913108,0.301335785264673
"Max",2118.08077642844,-0.200439123280656,0.0901081899620103,0.0179744658522185,0.0692741279456696,0.302185313666023
"Ptma",13341.8738763824,-0.210050016683106,0.0949165319148536,0.0179890750415658,0.06930974272207,0.302323821205235
"Gpsm1",156.639460381683,0.290407690096847,0.142024363821494,0.0179993371752096,0.0693285925623898,0.302372339118863
"Ubp1",2152.41428960695,0.16630531212094,0.0738138926098827,0.0180560588203728,0.0695263272978924,0.30299835916793
"Large2",4.62024606470864,0.274648947304454,0.488992564584956,0.0180703833625026,0.0695607392943564,0.303131448864816
"Ccnt2",1045.41294356581,0.268856569389122,0.128367864767663,0.0180863149833463,0.069601315275703,0.303223854237026
"Eef1d",5089.68076878531,-0.258184977164822,0.121375645109282,0.0180970953187471,0.0696220493624385,0.303297301313627
"Rad51",485.433722660126,-0.258096900227382,0.122087242923601,0.0181083717003936,0.0696446788870366,0.303362112520748
"Zfp638",2603.01784208107,0.225998024689452,0.104014017221634,0.0181212451095689,0.0696734352619546,0.303470481619018
"Rbl2",1844.95135101281,0.261496249566264,0.125690162623854,0.0181444618999296,0.0697419314051776,0.303738377406066
"Lrp6",1855.9232084815,0.287357185557573,0.14109723202891,0.0181500644053623,0.0697427028385813,0.303738377406066
"Tprkb",1107.5235648589,-0.180250792700697,0.0797779017025951,0.0181842320545564,0.0698532044202254,0.304118089623038
"Gm4262",12.944820634136,-0.496865508681354,1.01345914822926,0.018256821295132,0.0701042580366051,0.304871915291045
"Glrx3",354.915672616216,-0.295265154822598,0.144708577518522,0.01826587592248,0.0701042580366051,0.304871915291045
"Nat8l",81.8097747744895,0.461240947321835,0.303779674002195,0.0182609813047962,0.0701042580366051,0.304871915291045
"Lsm14a",3158.50592113342,0.162161705512562,0.0711312900553289,0.0182776110889869,0.0701284507488587,0.304960180370606
"Rbm44",26.8901454775903,-0.549257674723604,0.420267175802833,0.0183034278222045,0.0702066418931914,0.305278434057477
"Lpin2",1577.44881032142,0.237385359347631,0.110852355199402,0.0183107402718544,0.0702138306058545,0.305280576978935
"Zbtb14",824.679191418332,0.255805382171281,0.12117182715262,0.0183738634984607,0.0704349618849841,0.306156988053436
"C9orf72",1008.75775151426,0.200286998526562,0.0905465987009716,0.0183822825963383,0.0704463195610935,0.306189351183903
"Rita1",131.005369928013,-0.359158035343352,0.189869701496476,0.0184335997703718,0.0706220197730772,0.306731576002201
"Lix1",40.3866016372353,0.49886835615669,0.358043603530088,0.0184495078895167,0.0706619983273657,0.306837103921971
"Smim4",191.576451214282,-0.360147098193827,0.191404741099468,0.0184657840892882,0.0707033625079476,0.306977057805684
"Aph1c",288.527909882701,-0.379553405156646,0.207562901616049,0.0184977377914985,0.0708047117183625,0.30726928568613
"Rtn3",11395.2737838827,0.131819700010315,0.0566427721247278,0.0185237589918462,0.07088329944983,0.307452649875365
"3830403N18Rik",21.7467580444316,0.562262896308343,0.546922086329942,0.0185300198421578,0.0708862477576592,0.307452649875365
"Wls",2455.83200603546,-0.178114640807198,0.0794950341754515,0.0185614273173065,0.0709853637718436,0.307814309987651
"Arfgap1",1284.78710542629,-0.196666770940123,0.0882908979195041,0.0185869362492679,0.0710618696814623,0.30802660016002
"G3bp2",4476.26200438331,0.181214986706863,0.0809366094319292,0.0186441132737875,0.071259368406711,0.308728797548832
"Ccdc191",220.673227254851,0.299439414927164,0.150605996912376,0.0186513202808318,0.0712658171488072,0.308730454333918
"Eif4a2",3592.31717594534,0.343577571527112,0.183326957437595,0.018669348300164,0.0713135964211292,0.308895342160391
"Clec4n",13716.6121023821,0.268039216851442,0.127583385039668,0.0187018194426736,0.0714165012790178,0.309272610474388
"Zfp748",312.593351160272,0.259308125507341,0.123874536166662,0.0187292755883128,0.0715002002131006,0.309583683883521
"LOC105246506",4.84652030480234,-0.239511719666228,0.428305661337984,0.0187478547801044,0.0715450114646983,0.30970917407611
"Frmd4a",6141.55680975182,0.284316242929088,0.139298229018848,0.0187520965685492,0.0715450114646983,0.30970917407611
"Imp4",1993.68663206233,-0.207701623490816,0.0943996695614071,0.0188058854481204,0.071729036047469,0.310179829564684
"Crebl2",405.918746178303,0.357259017320328,0.193742619600293,0.0188180865166506,0.0717543753740332,0.310246739325753
"Rap1b",9339.1902408156,0.184949022535536,0.0825433008412074,0.0188873811670113,0.0719591547453739,0.310917257662661
"Neu3",59.2241068631539,0.461184844980434,0.302180124740063,0.0188940852441188,0.0719591547453739,0.310917257662661
"Bckdhb",763.496365918093,0.290909757334862,0.144080624622054,0.0188900295070201,0.0719591547453739,0.310917257662661
"Bsn",967.765156170707,0.366490039396529,0.203445665763656,0.0188809299134464,0.0719591547453739,0.310917257662661
"Slirp",567.021065602975,-0.348217926925837,0.18377016794605,0.0189044259632362,0.0719773056948815,0.310978515457664
"Tmx4",954.741677045933,0.296152929167898,0.147959363997677,0.0189262318608847,0.0720390859539748,0.311108045095944
"Thop1",882.463902942757,-0.270386257724084,0.129781963239251,0.0189337375531175,0.0720464148388743,0.31112252834801
"Taf9b",195.486086972632,0.345678293857897,0.184992225545873,0.0189770794585589,0.072190062725237,0.311634553645381
"Pla2g4a",1921.96208574098,0.213273316121076,0.0977707883810127,0.0189889969821724,0.0721928563123757,0.311634553645381
"Zcchc17",882.057846415886,-0.221156039528039,0.101717057213072,0.0189846509672574,0.0721928563123757,0.311634553645381
"Ube2k",2056.95449637381,-0.22278475030835,0.103380854621569,0.019015110787226,0.0722708552763835,0.311885242559629
"A130010J15Rik",180.473258160239,0.291707759535662,0.144583287472539,0.0190318204740816,0.0723130765570534,0.311998635601673
"Ppp1r12c",2809.27739420993,-0.165305327192954,0.0740949823154989,0.0191307213810993,0.0726674738897831,0.313189391861504
"Erh",669.411943099811,-0.265323967500021,0.126727563721413,0.0191363593198177,0.0726675103465194,0.313189391861504
"Cwc27",520.985490695223,-0.287269251149019,0.141743639661727,0.0191424049770101,0.0726690945775293,0.313189391861504
"Stx3",1357.73601878155,0.223939738537393,0.104059059643444,0.0191759888369925,0.0727751886756057,0.313594276709416
"Shroom3",70.3431430444331,0.45321275039336,0.303774179095115,0.0191854771855186,0.072789801922489,0.313623266571182
"1110032A03Rik",297.897517503683,0.2712009000619,0.131252228026708,0.0192180680514506,0.0728920319072499,0.31397731256207
"Itpr2",3476.72668514315,0.282720873934788,0.139643593927288,0.0192297813581074,0.072915038800154,0.31405027456185
"Nop14",1292.45360232508,-0.188486941465123,0.0845969754828092,0.0192361040203881,0.0729175980643659,0.31405027456185
"Map6",113.939438092142,0.402746201293616,0.238608943548796,0.0192555809306069,0.0729700045186575,0.314192131465987
"Napg",1549.14105762017,0.161717611764975,0.0722864135864181,0.0192805331415104,0.0730431230604578,0.314455064326171
"Cyp4f37",110.518371968048,0.484940707153764,0.363084115926504,0.0193074495174895,0.073123637641627,0.314715129153675
"Upk1a",5.52166890409971,-0.370929191513338,0.681868179033407,0.0193329348027288,0.0731986865800678,0.315003486219585
"Chst1",9.95410166684417,0.426270237535837,0.773859115761863,0.0193487361602151,0.0732370368116496,0.315133867892713
"Msrb2",205.924059573382,0.402006717780674,0.239467125243416,0.0193758958656493,0.0733183445256149,0.315320782073688
"1700028E10Rik",14.9885891535294,0.438068914300794,0.757518344713916,0.0193834428848268,0.0733254119794896,0.315323444724546
"Raet1e",10.2123733747731,0.322068386866925,0.568756975967935,0.0194008472447249,0.0733672435260154,0.31543400800962
"Dhrs9",10.2583988335858,-0.549011994593566,0.884243282738823,0.0194058660554057,0.0733672435260154,0.31543400800962
"Aup1",4114.44654196936,-0.203228872162893,0.0927013813284832,0.0194259359199494,0.07342162138831,0.315623180948791
"Fam136a",644.258574308409,-0.239857713247011,0.112668564251154,0.0194674520170181,0.0735570011681945,0.316080390784572
"Cbln1",7.4012330524466,-0.297541640129397,0.519415235084464,0.0195181967099936,0.0737250121855218,0.316428955734614
"U2af1l4",714.015327823834,-0.209447032046896,0.0962113401443007,0.0195233379801951,0.0737250121855218,0.316428955734614
"Pgrmc1",2008.94402594199,0.226442695922851,0.105796206350881,0.0195505421525917,0.0738061548924304,0.316642685896561
"S1pr4",266.163435626061,-0.346366932744802,0.183156206059566,0.0195582574551969,0.0738136983350034,0.31665769096072
"Stxbp6",6.78182715177391,-0.338840432239161,0.603833501646734,0.0195988438271445,0.0739452579346179,0.317151786041774
"Abhd13",1029.96792113016,0.169996515449362,0.0761230715129229,0.0196088242892528,0.0739613001456449,0.31716920262994
"Snap47",249.293918580856,0.318341173242108,0.165944605564205,0.0196432260430422,0.0740379496777158,0.317386701947196
"Mtg2",523.89979570917,-0.211702483010294,0.0974056997740659,0.0196383221473876,0.0740379496777158,0.317386701947196
"Pkdcc",47.7902187663534,-0.52842886949523,0.395660032205885,0.0196463492832356,0.0740379496777158,0.317386701947196
"Hdgfl2",1440.66293490205,-0.17320096003251,0.0778222496055905,0.0196586407343668,0.0740626526178609,0.317447292978615
"Coq10a",849.731510301957,-0.252061108373749,0.119763186553746,0.0196722637295669,0.0740923561879925,0.317557217535153
"Tmem251",497.717819127993,-0.27590338412829,0.134825164494464,0.0197004379323278,0.0741768311881844,0.317780057462064
"Cct7",5390.0621435468,-0.190295160814886,0.0870483258730064,0.0197378088452372,0.0742958746358186,0.318236076215959
"Atp10d",279.114966415304,0.313541323361813,0.161650922463163,0.0197525472176358,0.0743296814709695,0.318347753639427
"Pcna",5787.73055648969,-0.207017839002442,0.095749749193508,0.0197660596175351,0.0743588565623531,0.318455281406792
"Smim5",140.605873261512,0.386644687880562,0.224777374552541,0.0198424545160616,0.074624506337568,0.31938325657659
"Rpl21",12707.9461166049,-0.304747995555894,0.155673555518087,0.0198929775839156,0.0747927296406333,0.319718596212453
"Pan2",443.614249781571,0.319493755935723,0.167653119548938,0.0199182283247405,0.0748658648910407,0.319839071045971
"Clspn",732.420976556913,-0.285938558553025,0.141105663440406,0.0199413098634835,0.0749308066494281,0.320011705403478
"Snap29",2503.31517438038,-0.211783972976926,0.0985503223539545,0.0199681789760042,0.0750099385391884,0.320273219608426
"Pdgfc",1481.02161866796,0.27763620729447,0.137690110759546,0.0199941816170947,0.0750857704648954,0.320498631719323
"Prpf40a",3792.48349143484,0.1494069626431,0.0664993144217522,0.0200318129434379,0.075205215735018,0.320938463179767
"Smarcad1",1032.613146433,0.177589092446156,0.0804408487328368,0.0200588942833345,0.0752849953756198,0.321156344256187
"Acap2",3449.41532867625,0.221725148264523,0.103498209361073,0.0200697874492855,0.0753039888862904,0.321162560667126
"Entpd3",3.66137010401354,-0.197392501250376,0.373217047544462,0.0201138212729906,0.0754472825263165,0.321543050948675
"Tcaf2",22.4736842948811,-0.585908678787336,0.805375420458719,0.020153339927977,0.0755735613738342,0.321896073713443
"Eif4e3",169.680054778453,-0.353061996165149,0.190254860424654,0.0201730687054278,0.0756255778326881,0.322065049224789
"Foxk1",3141.9541271497,0.299976343236272,0.154460943540611,0.0202044920860635,0.0757213925466374,0.32242046183859
"Ctdspl2",666.363168725213,0.214795666469742,0.100042036779106,0.0202182512765875,0.0757509698874119,0.322511309862818
"Snhg17",228.233932767514,0.249169422642166,0.12669430934171,0.0202320217177404,0.0757805722070629,0.322602244457873
"Ppfibp2",596.269265499192,0.307206287910797,0.159707329949565,0.0202912830693392,0.0759804975951969,0.323233141639169
"Sestd1",79.9020281875743,-0.389012467066266,0.221709063938412,0.0203073817925227,0.0760187319000467,0.323317143293612
"Pitrm1",1979.11306561979,-0.193046675651721,0.0885065877968078,0.0203237951827915,0.0760581216246438,0.323380182308134
"Dda1",2147.62694084622,-0.152831815830383,0.0687628280056463,0.0203393425968839,0.076083512567099,0.323452047505517
"Pdhx",594.861916258776,-0.220079358786848,0.102938811476763,0.0203423658416564,0.076083512567099,0.323452047505517
"Slc12a7",5173.56329186099,0.256236541802187,0.123997564978155,0.0204437765778977,0.0764406601208331,0.324537513955413
"Adrm1",1907.78976604324,-0.171983817368414,0.0777189195346883,0.0204582167148471,0.0764725060814683,0.324647274949674
"Dnajc5",6344.39575981107,0.19454098251299,0.0882305858746203,0.0204818168697314,0.0765385637062524,0.324821994742086
"Zfp974",145.083591760235,0.367570112579914,0.206573998176046,0.0204901297201063,0.0765474724584178,0.324842188333272
"Zfp605",171.956106647799,0.280501130308077,0.139226260124795,0.0205969988447731,0.0769244582253008,0.32617670643956
"Gsg1",112.234190807278,-0.369867407422959,0.206683865582307,0.0206082216586756,0.0769378191661819,0.326198014889512
"Rnf26",632.656752006316,-0.216321494304451,0.100933195610891,0.0206124945004898,0.0769378191661819,0.326198014889512
"Mecp2",1445.00056230794,0.250088466087387,0.120399813865452,0.0206368838362797,0.0770065916792506,0.326333848607674
"Camk2g",2602.9840886195,0.293629714470542,0.150534427866978,0.0206430604210502,0.0770073831540534,0.326333848607674
"Ckap2",284.186894002649,0.379287946843861,0.22159764887129,0.0206530231181995,0.0770222938992127,0.326347656536277
"Wdr44",507.846090776375,0.212665180924748,0.0994809259231334,0.0206646098355427,0.077043250819143,0.326347656536277
"Cox6b2",583.761347361676,0.338147151555556,0.177491378530987,0.0206832755083645,0.0770445191151674,0.326347656536277
"A730017L22Rik",110.545886260653,0.382993179585821,0.223304981864648,0.0206947867935404,0.0770445191151674,0.326347656536277
"Shmt1",467.493793909672,-0.253429851995924,0.122029414599867,0.020693823316218,0.0770445191151674,0.326347656536277
"Crebzf",1119.72607177542,0.236471661810699,0.113285295844325,0.020691908811982,0.0770445191151674,0.326347656536277
"Habp4",768.286352131748,-0.19299060709515,0.0888395562043338,0.0206731056538294,0.0770445191151674,0.326347656536277
"Phf2",2461.09720738758,0.254583067788247,0.123591956018085,0.02075698422426,0.0772537974400176,0.326832489203771
"Snrnp25",465.70222285937,-0.301526637826555,0.152840235045405,0.020826428488353,0.0774452817434118,0.327391834337791
"Coro2b",1259.81122805224,0.39192050902086,0.230628289155027,0.0208229774533107,0.0774452817434118,0.327391834337791
"Plcg2",8262.78924876136,0.203702866200722,0.0941386229275965,0.020818609847893,0.0774452817434118,0.327391834337791
"Tspoap1",59.2606747657466,0.451755040736609,0.311102853910839,0.020873432179527,0.077597720377159,0.327983106498824
"Timm8b",990.012943621119,-0.302686956312501,0.153701150707519,0.0208990939060151,0.0776707545827752,0.328220899420954
"Prpf19",3443.32368957407,-0.183672069435902,0.0846292583975704,0.0209307399958119,0.0777580326061474,0.328536502912586
"Zc3h12a",1834.35186524067,-0.237124055597629,0.113918565170158,0.0209346232932359,0.0777580326061474,0.328536502912586
"Nckipsd",1012.21800398114,-0.216081979955358,0.102215952741327,0.0209520962500611,0.0778005506714234,0.328645180205614
"Camta2",3539.88857933311,0.211690376199824,0.0995057089205645,0.0209757330564105,0.077865925673179,0.328868088000487
"Lgals9",3518.64192848131,-0.253916256359446,0.119815093531694,0.0210113906885094,0.077975873865865,0.329261383543879
"Cars2",664.55667920675,-0.220059342337493,0.103920957607797,0.0210489096603005,0.0780926645471667,0.329612278673815
"Iqgap1",65679.3417511265,0.291832148197921,0.149388750142792,0.0212680844803969,0.0788831481546693,0.331714403259905
"Nabp2",1621.37640528481,-0.188651637695907,0.0872665597902278,0.0213000135212635,0.0789335460887008,0.33182317179824
"Sipa1l2",255.823820536396,0.321774971968254,0.171245013258226,0.0212927131396424,0.0789335460887008,0.33182317179824
"Vps26a",6549.24958576898,-0.14824175851156,0.0668829814983575,0.0212955820864714,0.0789335460887008,0.33182317179824
"Arfgef2",3114.35900779218,-0.254734927809798,0.123966677134511,0.0213165466901484,0.0789721475800592,0.331938005413932
"AI987944",448.585638301666,0.247055512807348,0.119709574170308,0.0213232963725263,0.0789744921014595,0.331938005413932
"Cdk19",1619.64692841687,0.223636665383599,0.105505559457798,0.021340308953025,0.0790148347842002,0.332054073196961
"Rnf217",454.643021858335,0.322890820032133,0.171964051819281,0.0213647580237652,0.0790826808614771,0.332059593042454
"Glb1",2134.76924382513,0.178849221378534,0.0819709797268341,0.0213741000333042,0.0790945845600432,0.332059593042454
"Ska3",218.629851126601,-0.271316979023653,0.134121896739734,0.0213828699371857,0.0791043649739269,0.332059593042454
"Zfp467",90.1341628593859,-0.395539980262209,0.2325722474761,0.0213915291752904,0.0791137305019118,0.332059593042454
"Klhl25",1176.91406707183,0.247931200507351,0.120419289278282,0.021408225648905,0.0791528068021229,0.332205790281797
"Ckap4",66.9956354580099,-0.442926152502116,0.283064511541632,0.0214432055066949,0.0792553680757024,0.332493601941087
"Trim6",146.444838400568,0.327033053779296,0.172754901629272,0.0214482422784063,0.0792553680757024,0.332493601941087
"Rps26",12277.5437649603,-0.284993676818387,0.144004167171524,0.0214603985839213,0.0792775983167404,0.332569036279037
"Aldh6a1",558.925034597702,-0.266458177375542,0.130350669801116,0.0215225774265202,0.079449590209836,0.333122221441338
"Nudt22",423.596785313956,-0.221316314773332,0.103794744347389,0.0215279478159957,0.079449590209836,0.333122221441338
"Nat9",366.353519682772,-0.269893198708433,0.134127281628688,0.021531571229511,0.079449590209836,0.333122221441338
"Eif4a3",3496.65415903232,-0.202443144597308,0.0939375966271368,0.0215152603710653,0.079449590209836,0.333122221441338
"C430049B03Rik",70.4236532539669,0.390371876409209,0.232020430779275,0.0216096059030478,0.0797147490897857,0.334098455192309
"B3gat3",1866.6456299851,-0.207671283135418,0.0970568760317518,0.0216363091298034,0.0797904562053389,0.334397849818852
"Chmp4b",9523.39143672956,-0.219429476714702,0.103484907582868,0.0216932642374418,0.0799776512191922,0.335056784622701
"Ocrl",1532.06850980819,0.218409069826477,0.103705448875636,0.0217671174431953,0.080227020642048,0.335867772001633
"Lsm12",739.736039322585,-0.199913206106328,0.0932085570252429,0.0217955209599261,0.0803087817105039,0.336147441490283
"Lonp1",2167.70500704377,-0.182887479718602,0.084931940638994,0.021824753088969,0.0803935483970552,0.336313082411883
"Adam17",6839.5358957154,-0.180629634939973,0.0832352608153483,0.0218391206353707,0.0804235272456564,0.336366578496689
"Atp6v1h",3220.89474920983,-0.203078263675745,0.0945436754391712,0.0218806794592265,0.0805076809626882,0.336646586430825
"Gaa",4659.97851834336,-0.205827023538885,0.0987140465415692,0.0218758767928544,0.0805076809626882,0.336646586430825
"Ppp1ca",12791.3768539394,-0.170290406065576,0.0769329832903216,0.0218696837537276,0.0805076809626882,0.336646586430825
"Laptm4b",1032.67493347931,0.245116157620502,0.119506982103211,0.0219531428206332,0.0807512897313945,0.33737684525262
"Gabarap",18313.5420172594,-0.234122683952687,0.115058139893524,0.0219831196237934,0.0808385239142115,0.337687228472976
"Sec24b",1938.95310598118,0.305126286900478,0.158093220394376,0.0219964789987349,0.0808646185514427,0.337721919364017
"Wdr41",2176.9927012335,0.154312963617499,0.0704952259516775,0.0220037721713327,0.0808684037870984,0.337721919364017
"Cotl1",29450.0972838865,0.237260706992018,0.11075125659379,0.0220626181268522,0.0810616000671,0.338406945788676
"Phf20l1",1414.00527740713,0.215041734633285,0.100961412878938,0.0220728100486575,0.081075974548568,0.33842839712218
"Ppm1b",883.890128275539,0.194249342746614,0.0898446378793408,0.0221007756618521,0.0811556071018692,0.33872872508037
"2810408I11Rik",31.3615127706436,-0.498009610828076,0.380702293961896,0.0221307263707968,0.0812424817097975,0.339012799824004
"Pafah1b1",5270.09544552925,0.128791272778794,0.057680910531244,0.0221544521258446,0.0813064614544569,0.339148651469356
"Aen",855.131989543129,-0.269516618106763,0.135377698809139,0.0221633513820593,0.0813160073014402,0.339148651469356
"Vdr",2009.026137619,0.447908914878642,0.329858771937847,0.022220076654484,0.0815009686608076,0.339729165594736
"B930095G15Rik",3.46270734467017,0.161241130684649,0.340594588474799,0.0222310334575161,0.081517998571426,0.33978205656874
"Dynll1",4856.88339226644,-0.257008310924615,0.127899418007518,0.0222523468239721,0.0815729840557366,0.339975034352536
"Zfp874b",319.925972611872,0.355965748769465,0.204314456648202,0.0222760413668016,0.0816366647989714,0.340167982066565
"Trim42",7.71813316286565,0.235846791204344,0.418582972469776,0.0222966558727976,0.0816890249641571,0.340351247847449
"Zcchc7",719.493733563306,0.249506130516299,0.12221341454015,0.0223199507691023,0.0817511728737248,0.340500095584852
"Sesn2",862.154135732028,0.296087874764704,0.154018172682824,0.0223422610653308,0.0818096802650271,0.340645602518344
"Leprotl1",2393.22402533113,0.160966617536273,0.0742130867374319,0.0223584419733232,0.0818209271170412,0.340645602518344
"Larp1",6201.97355781823,-0.258403450675723,0.126999707565313,0.0223684203397052,0.0818209271170412,0.340645602518344
"Pdcd5",884.880455939848,-0.254033345758595,0.124292982245825,0.0223604319314167,0.0818209271170412,0.340645602518344
"Lipn",24.4337116094894,-0.565479538208777,0.682917731131512,0.022377019103886,0.0818209271170412,0.340645602518344
"4930583P06Rik",6.31758513569991,0.280639537916635,0.48715786118439,0.0223723786902471,0.0818209271170412,0.340645602518344
"Mblac2",165.831589462298,0.275668664822905,0.138942389046175,0.022396690980623,0.0818696707958164,0.340812278841836
"Srpk1",1740.64845577052,0.161243763316638,0.073595325494611,0.0224517225352588,0.0820476053361807,0.341425876182556
"Macroh2a2",55.3847414946008,-0.436771874208993,0.285160885435851,0.0224625518953611,0.0820639523262613,0.341475745269135
"Rbm15b",940.147968473918,-0.261323071644925,0.130257125221379,0.0225260631495367,0.0822727019303165,0.3420167890834
"Slc25a43",213.099652300049,-0.304953604715048,0.159101427721673,0.0225804084165096,0.0824478656859602,0.342672436714851
"Cpne8",1779.31304557865,0.20623850403057,0.0960016022670202,0.0226129876573186,0.0825360424273547,0.342947860300453
"Arid3b",297.672341143788,0.323356733289364,0.176005646812156,0.0226173432040881,0.0825360424273547,0.342947860300453
"Kcnab2",4396.05382261787,-0.193076059044497,0.0908337953548214,0.0226613180490231,0.0826604154564613,0.343311355348817
"Mpc1",1101.81698538008,-0.212777656226496,0.102076365057747,0.0226642297820365,0.0826604154564613,0.343311355348817
"9430069I07Rik",37.2373609697293,0.469452044537853,0.349456048837249,0.0226813388136524,0.0826809331933371,0.343312956512797
"Mctp2",369.485768702694,0.28728806805414,0.148091456906568,0.0226826632616219,0.0826809331933371,0.343312956512797
"Rps21",7226.8787406272,-0.316363461665405,0.16883742019909,0.0227499557384759,0.0829028164096705,0.344106482240097
"Tpm4",4862.87348667402,0.198070354210677,0.0941397521793194,0.0227738302999183,0.0829664003956673,0.34433387916891
"Hif1a",2938.26844973251,0.259622783495402,0.129587425132878,0.0227934353951385,0.0829909882647021,0.344399400186913
"Mir7115",27.653429177552,0.48882993655974,0.385388018258843,0.0227895139028873,0.0829909882647021,0.344399400186913
"Pole3",576.491095951934,-0.247699172098203,0.121949194668098,0.0228354829355437,0.0831206428477037,0.344791193190501
"Cd74",42670.0135334989,-0.563794809453993,0.538823103513143,0.0228770901392561,0.0832486219808161,0.34522485375271
"Rps27l",2679.61619410296,-0.290900988510206,0.151057771026147,0.0229057983598812,0.0833296034444706,0.345456578377294
"Esco2",266.455814762216,-0.263586771163588,0.130993756324085,0.0229704116937115,0.083541122641552,0.346186768923794
"Gm16287",15.6261708793905,-0.510004680281123,0.44233597456248,0.0230060685123345,0.0836472403725011,0.346571461884286
"Slc35f6",4309.80870411441,-0.204647218977813,0.0965720582633869,0.0230251032097879,0.0836928793754423,0.346669870795043
"Mgat4a",2359.20431139021,0.265519322677384,0.133400209459892,0.023035643988561,0.0837076272266568,0.346711534320572
"Rps15a",7400.23961120928,-0.306979825798238,0.161740415506555,0.0230572923113399,0.0837479545373374,0.34680515395869
"Hemk1",180.494505013548,-0.328038690481557,0.176908475366205,0.0230597148462733,0.0837479545373374,0.34680515395869
"Ppm1f",526.398180194908,-0.229031289528336,0.110358379607281,0.0230839572097053,0.083812421691368,0.34703539287359
"Haus8",1407.41572043404,-0.277251600471222,0.140505170542549,0.0232359358309489,0.0843167980644692,0.348662678571023
"Coprs",272.742871823227,-0.337968016299565,0.185109747496177,0.023229442316895,0.0843167980644692,0.348662678571023
"Commd1",1376.50070325744,-0.274340785303107,0.138494446002372,0.023249082787683,0.084340800188754,0.348721468698927
"Psma3",2817.54816823276,-0.255146648760539,0.127571553862082,0.0233424931980441,0.0846558791235809,0.349916928201013
"Slc37a4",539.876583850366,-0.230019485106868,0.111174160634446,0.0233853859495528,0.0847876208915124,0.350350453339059
"Btg2",8488.94184672166,0.361690726306316,0.578032033571207,0.023404791765761,0.0848341567904943,0.35052423795612
"Zfp292",1026.25046929948,0.314433956336139,0.169722319043348,0.0234907688813325,0.0851218964431335,0.351453383995478
"Klk13",13.3024434390746,0.440847241949862,0.698864529358637,0.0235061941802738,0.0851538925537359,0.351548399335937
"Ghdc",577.884205716613,-0.194858146160059,0.0904729666022214,0.0235303320831932,0.0852174242709978,0.351739881925141
"Vps11",2594.47358696804,-0.160621709434384,0.0750384865972953,0.0235869896838995,0.0853986606306301,0.352298733550332
"BC003965",665.896424888286,-0.267528599937783,0.135108860271465,0.0236244714838296,0.085510387251955,0.352741051423681
"Hmgn5",576.881026486734,0.342818106274091,0.195455318922031,0.0237000138367834,0.0857597754054683,0.353564822054592
"Kctd7",383.836843030662,-0.275460412665864,0.140042372261587,0.0237195581395855,0.0858064486243174,0.353738609851505
"Doc2g",65.5351722971749,0.413149455256886,0.27003666367744,0.0237358182214979,0.0858412182234619,0.353818721351648
"Uhmk1",5158.98886422964,0.241217099383698,0.118106235562567,0.0237429158294224,0.085842841297584,0.353818721351648
"Nop16",1351.65679806759,-0.229432706867664,0.110761746729624,0.0237532652481271,0.0858439641702201,0.353818721351648
"Adamts2",646.737323262497,0.329584170603358,0.177567586292214,0.0237565242026331,0.0858439641702201,0.353818721351648
"Pcmtd1",1216.96448349479,0.207019004930655,0.0982907736804772,0.0237899653574454,0.0859407506239446,0.3541528613714
"Pirb",9678.75295176613,0.202485379263304,0.0944698091799365,0.0238365789451246,0.0860850547581829,0.354532356119972
"Cnot2",1545.85443358738,0.164302037207671,0.0757376023767344,0.0238704797001739,0.0861833790293469,0.35486260222595
"Atrn",1954.73859369122,0.299979091944518,0.159967481393435,0.02391967603136,0.0863368569306372,0.355457151211639
"Dnase1",31.0431681931914,-0.476682121738171,0.35995344658199,0.0239348162694292,0.0863673596575182,0.355526627620855
"Psmc5",3311.59092697444,-0.216383287846377,0.103762273132886,0.0239466610020732,0.0863859570264786,0.355563934500197
"Nxf1",2821.36213401464,-0.182731170500021,0.0860065804381818,0.0240216065276528,0.0866079201001187,0.356310737728968
